Time (Microsecond),Voltage (V)
-40.9,-0.0065624999999993
-40.8,-0.0053125000000005
-40.7,-0.0065624999999993
-40.6,0.0084374999999994
-40.5,0.0221874999999994
-40.4,0.0109375000000007
-40.3,0.0034375000000004
-40.2,-0.0003124999999997
-40.1,-0.0053125000000005
-40.0,-0.0078125
-39.9,-0.0178124999999998
-39.8,-0.0240624999999994
-39.7,-0.0103124999999995
-39.6,0.0221874999999994
-39.5,0.0159374999999997
-39.4,-0.0015625000000003
-39.3,0.0009374999999991
-39.2,0.0146875000000009
-39.1,-0.0040624999999998
-39.0,-0.0240624999999994
-38.9,-0.0153125000000003
-38.8,-0.0015625000000003
-38.7,-0.0128125000000008
-38.6,-0.0153125000000003
-38.5,-0.0028124999999992
-38.4,-0.0015625000000003
-38.3,-0.0040624999999998
-38.2,-0.0040624999999998
-38.1,-0.0115625000000001
-38.0,-0.0215624999999999
-37.9,-0.0115625000000001
-37.8,-0.0140624999999996
-37.7,-0.0190625000000004
-37.6,-0.0178124999999998
-37.5,-0.0153125000000003
-37.4,-0.0178124999999998
-37.3,-0.0178124999999998
-37.2,-0.0140624999999996
-37.1,-0.0003124999999997
-37.0,0.0034375000000004
-36.9,0.0071875000000005
-36.8,0.0196874999999999
-36.7,0.0234375
-36.6,0.0121874999999996
-36.5,-0.0090625000000006
-36.4,-0.0128125000000008
-36.3,-0.0278124999999996
-36.2,-0.0490624999999998
-36.1,-0.0503125000000004
-36.0,-0.0328125000000004
-35.9,-0.0090625000000006
-35.8,-0.0040624999999998
-35.7,0.0096875
-35.6,0.0134375000000002
-35.5,0.0171875000000004
-35.4,0.0084374999999994
-35.3,-0.0053125000000005
-35.2,-0.0128125000000008
-35.1,-0.0203124999999993
-35.0,-0.0228125000000006
-34.9,-0.0240624999999994
-34.8,-0.0203124999999993
-34.7,-0.0178124999999998
-34.6,-0.0065624999999993
-34.5,-0.0015625000000003
-34.4,-0.0015625000000003
-34.3,-0.0003124999999997
-34.2,-0.0015625000000003
-34.1,-0.0053125000000005
-34.0,-0.0190625000000004
-33.9,-0.0240624999999994
-33.8,-0.0215624999999999
-33.7,-0.0203124999999993
-33.6,-0.0140624999999996
-33.5,-0.0178124999999998
-33.4,-0.0103124999999995
-33.3,-0.0065624999999993
-33.2,-0.0028124999999992
-33.1,-0.0015625000000003
-33.0,0.0034375000000004
-32.9,0.0009374999999991
-32.8,-0.0090625000000006
-32.7,-0.0065624999999993
-32.6,-0.0103124999999995
-32.5,-0.0165624999999991
-32.4,-0.0215624999999999
-32.3,-0.0203124999999993
-32.2,-0.0178124999999998
-32.1,-0.0190625000000004
-32.0,-0.0178124999999998
-31.9,-0.0153125000000003
-31.8,-0.0140624999999996
-31.7,-0.0228125000000006
-31.6,-0.0265625000000007
-31.5,-0.0078125
-31.4,0.0146875000000009
-31.3,0.0084374999999994
-31.2,0.0009374999999991
-31.1,0.0046874999999992
-31.0,0.0034375000000004
-30.9,-0.0140624999999996
-30.8,-0.0215624999999999
-30.7,-0.0240624999999994
-30.6,-0.0090625000000006
-30.5,-0.0140624999999996
-30.4,-0.0040624999999998
-30.3,0.0021874999999997
-30.2,-0.0003124999999997
-30.1,-0.0028124999999992
-30.0,-0.0040624999999998
-29.9,0.0009374999999991
-29.8,-0.0103124999999995
-29.7,-0.0115625000000001
-29.6,-0.0103124999999995
-29.5,-0.0178124999999998
-29.4,-0.0178124999999998
-29.3,-0.0153125000000003
-29.2,-0.0165624999999991
-29.1,-0.0303125000000009
-29.0,-0.0365625000000005
-28.9,0.0134375000000002
-28.8,0.0621875000000003
-28.7,0.0434374999999996
-28.6,0.0071875000000005
-28.5,0.0059374999999999
-28.4,0.0084374999999994
-28.3,-0.0290625000000002
-28.2,-0.0640625000000004
-28.1,-0.0490624999999998
-28.0,-0.0253125000000001
-27.9,-0.0190625000000004
-27.8,0.0009374999999991
-27.7,0.0159374999999997
-27.6,0.0284375000000008
-27.5,0.0334374999999998
-27.4,0.0309375000000003
-27.3,0.0071875000000005
-27.2,-0.0028124999999992
-27.1,-0.0053125000000005
-27.0,-0.0178124999999998
-26.9,-0.0203124999999993
-26.8,-0.0190625000000004
-26.7,-0.0078125
-26.6,-0.0053125000000005
-26.5,-0.0103124999999995
-26.4,0.0071875000000005
-26.3,0.0084374999999994
-26.2,0.0021874999999997
-26.1,0.0034375000000004
-26.0,-0.0040624999999998
-25.9,-0.0053125000000005
-25.8,-0.0053125000000005
-25.7,-0.0015625000000003
-25.6,-0.0015625000000003
-25.5,0.0009374999999991
-25.4,0.0071875000000005
-25.3,0.0121874999999996
-25.2,0.0134375000000002
-25.1,0.0096875
-25.0,0.0096875
-24.9,0.0071875000000005
-24.8,0.0009374999999991
-24.7,0.0034375000000004
-24.6,0.0046874999999992
-24.5,-0.0028124999999992
-24.4,-0.0053125000000005
-24.3,0.0021874999999997
-24.2,-0.0040624999999998
-24.1,-0.0015625000000003
-24.0,-0.0103124999999995
-23.9,-0.0115625000000001
-23.8,-0.0078125
-23.7,-0.0065624999999993
-23.6,-0.0190625000000004
-23.5,-0.0190625000000004
-23.4,-0.0090625000000006
-23.3,0.0196874999999999
-23.2,0.0234375
-23.1,0.0109375000000007
-23.0,0.0084374999999994
-22.9,0.0046874999999992
-22.8,-0.0003124999999997
-22.7,-0.0103124999999995
-22.6,-0.0103124999999995
-22.5,0.0021874999999997
-22.4,-0.0040624999999998
-22.3,-0.0015625000000003
-22.2,-0.0115625000000001
-22.1,-0.0315624999999997
-22.0,-0.0278124999999996
-21.9,-0.0015625000000003
-21.8,0.0134375000000002
-21.7,0.0184374999999992
-21.6,0.0359374999999993
-21.5,0.0434374999999996
-21.4,0.0284375000000008
-21.3,0.0059374999999999
-21.2,-0.0103124999999995
-21.1,-0.0190625000000004
-21.0,-0.0303125000000009
-20.9,-0.0265625000000007
-20.8,-0.0165624999999991
-20.7,-0.0015625000000003
-20.6,0.0059374999999999
-20.5,0.0084374999999994
-20.4,0.0146875000000009
-20.3,0.0159374999999997
-20.2,0.0234375
-20.1,0.0134375000000002
-20.0,0.0021874999999997
-19.9,-0.0103124999999995
-19.8,-0.0090625000000006
-19.7,-0.0015625000000003
-19.6,-0.0028124999999992
-19.5,-0.0028124999999992
-19.4,0.0121874999999996
-19.3,0.0159374999999997
-19.2,0.0196874999999999
-19.1,0.0171875000000004
-19.0,0.0071875000000005
-18.9,-0.0028124999999992
-18.8,0.0021874999999997
-18.7,-0.0028124999999992
-18.6,-0.0053125000000005
-18.5,-0.0065624999999993
-18.4,-0.0015625000000003
-18.3,-0.0078125
-18.2,-0.0065624999999993
-18.1,-0.0015625000000003
-18.0,-0.0028124999999992
-17.9,0.0009374999999991
-17.8,0.0034375000000004
-17.7,0.0034375000000004
-17.6,0.0046874999999992
-17.5,0.0034375000000004
-17.4,0.0021874999999997
-17.3,0.0034375000000004
-17.2,0.0021874999999997
-17.1,-0.0003124999999997
-17.0,-0.0040624999999998
-16.9,-0.0015625000000003
-16.8,0.0009374999999991
-16.7,0.0021874999999997
-16.6,0.0021874999999997
-16.5,-0.0015625000000003
-16.4,0.0021874999999997
-16.3,0.0059374999999999
-16.2,0.0034375000000004
-16.1,-0.0015625000000003
-16.0,-0.0015625000000003
-15.9,0.0009374999999991
-15.8,0.0021874999999997
-15.7,-0.0028124999999992
-15.6,0.0009374999999991
-15.5,-0.0115625000000001
-15.4,-0.0115625000000001
-15.3,-0.0153125000000003
-15.2,-0.0003124999999997
-15.1,0.0159374999999997
-15.0,0.0109375000000007
-14.9,-0.0015625000000003
-14.8,0.0009374999999991
-14.7,-0.0078125
-14.6,-0.0215624999999999
-14.5,-0.0228125000000006
-14.4,-0.0203124999999993
-14.3,-0.0015625000000003
-14.2,0.0234375
-14.1,-0.0040624999999998
-14.0,-0.0603125000000002
-13.9,-0.0403125000000006
-13.8,0.0021874999999997
-13.7,-0.0153125000000003
-13.6,-0.0253125000000001
-13.5,0.0109375000000007
-13.4,0.0584375000000001
-13.3,0.0459375000000009
-13.2,0.0221874999999994
-13.1,0.0071875000000005
-13.0,-0.0015625000000003
-12.9,-0.0178124999999998
-12.8,-0.0215624999999999
-12.7,-0.0290625000000002
-12.6,-0.0253125000000001
-12.5,-0.0228125000000006
-12.4,-0.0140624999999996
-12.3,-0.0078125
-12.2,-0.0065624999999993
-12.1,0.0021874999999997
-12.0,0.0021874999999997
-11.9,-0.0153125000000003
-11.8,-0.0128125000000008
-11.7,-0.0103124999999995
-11.6,-0.0153125000000003
-11.5,-0.0215624999999999
-11.4,-0.0128125000000008
-11.3,-0.0015625000000003
-11.2,-0.0003124999999997
-11.1,-0.0015625000000003
-11.0,0.0046874999999992
-10.9,0.0009374999999991
-10.8,-0.0065624999999993
-10.7,-0.0090625000000006
-10.6,-0.0128125000000008
-10.5,-0.0153125000000003
-10.4,-0.0090625000000006
-10.3,-0.0115625000000001
-10.2,-0.0115625000000001
-10.1,-0.0090625000000006
-10.0,-0.0103124999999995
-9.9,-0.0153125000000003
-9.8,-0.0128125000000008
-9.7,-0.0190625000000004
-9.6,-0.0128125000000008
-9.5,-0.0065624999999993
-9.4,0.0009374999999991
-9.3,-0.0115625000000001
-9.2,-0.0128125000000008
-9.1,-0.0028124999999992
-9.0,-0.0015625000000003
-8.9,-0.0028124999999992
-8.8,-0.0090625000000006
-8.7,-0.0190625000000004
-8.6,-0.0115625000000001
-8.5,-0.0153125000000003
-8.4,-0.0178124999999998
-8.3,-0.0053125000000005
-8.2,-0.0065624999999993
-8.1,-0.0053125000000005
-8.0,-0.0128125000000008
-7.9,-0.0153125000000003
-7.8,-0.0190625000000004
-7.7,-0.0165624999999991
-7.6,-0.0090625000000006
-7.5,0.0009374999999991
-7.4,0.0046874999999992
-7.3,0.0134375000000002
-7.2,0.0196874999999999
-7.1,0.0184374999999992
-7.0,0.0096875
-6.9,-0.0090625000000006
-6.8,-0.0215624999999999
-6.7,-0.0315624999999997
-6.6,-0.0390625
-6.5,-0.0390625
-6.4,-0.0240624999999994
-6.3,-0.0078125
-6.2,0.0034375000000004
-6.1,0.0096875
-6.0,0.0109375000000007
-5.9,0.0096875
-5.8,0.0159374999999997
-5.7,0.0046874999999992
-5.6,-0.0103124999999995
-5.5,-0.0065624999999993
-5.4,-0.0078125
-5.3,-0.0128125000000008
-5.2,-0.0078125
-5.1,-0.0090625000000006
-5.0,-0.0065624999999993
-4.9,-0.0028124999999992
-4.8,0.0046874999999992
-4.7,0.0109375000000007
-4.6,0.0096875
-4.5,0.0071875000000005
-4.4,0.0109375000000007
-4.3,0.0021874999999997
-4.2,-0.0040624999999998
-4.1,-0.0103124999999995
-4.0,-0.0065624999999993
-3.9,0.0021874999999997
-3.8,-0.0003124999999997
-3.7,-0.0028124999999992
-3.6,-0.0015625000000003
-3.5,0.0059374999999999
-3.4,0.0059374999999999
-3.3,-0.0003124999999997
-3.2,0.0009374999999991
-3.1,0.0046874999999992
-3.0,0.0071875000000005
-2.9,0.0084374999999994
-2.8,0.0046874999999992
-2.7,0.0034375000000004
-2.6,0.0034375000000004
-2.5,0.0046874999999992
-2.4,0.0021874999999997
-2.3,0.0046874999999992
-2.2,0.0046874999999992
-2.1,0.0084374999999994
-2.0,0.0096875
-1.9,0.0146875000000009
-1.8,0.0184374999999992
-1.7,0.0146875000000009
-1.6,0.0134375000000002
-1.5,0.0096875
-1.4,0.0109375000000007
-1.3,0.0134375000000002
-1.2,0.0071875000000005
-1.1,0.0134375000000002
-1.0,0.0084374999999994
-0.9,0.0059374999999999
-0.8,0.0071875000000005
-0.7,0.0121874999999996
-0.6,0.0071875000000005
-0.5,0.0159374999999997
-0.4,0.0109375000000007
-0.3,0.0534374999999994
-0.2,0.1796875
-0.1,0.428437499999999
0.0,0.7809375
0.1,1.1959375
0.2,1.6246875
0.3,2.0284375
0.4,2.4596875
0.5,2.9284375
0.6,3.4234375
0.7,3.7621875
0.8,3.7546875
0.9,3.4759375
1.0,3.1271875
1.1,2.7909375
1.2,2.3334375
1.3,1.6484375
1.4,0.7734375
1.5,-0.117812499999999
1.6,-0.8165625
1.7,-1.2278125
1.8,-1.4740625
1.9,-1.7203125
2.0,-1.9953125
2.1,-2.1478125
2.2,-2.0490625
2.3,-1.6853125
2.4,-1.2140625
2.5,-0.8090625
2.6,-0.5903125
2.7,-0.4565625
2.8,-0.249062500000001
2.9,0.0621875000000003
3.0,0.2871875
3.1,0.2621875
3.2,0.0284375000000008
3.3,-0.1840625
3.4,-0.2653125
3.5,-0.3540625
3.6,-0.6703125
3.7,-1.1928125
3.8,-1.6590625
3.9,-1.8290625
4.0,-1.7115625
4.1,-1.5078125
4.2,-1.3765625
4.3,-1.3240625
4.4,-1.1890625
4.5,-0.8790625
4.6,-0.4765625
4.7,-0.102812500000001
4.8,0.178437499999999
4.9,0.4571875
5.0,0.7496875
5.1,1.0184375
5.2,1.2071875
5.3,1.2996875
5.4,1.3146875
5.5,1.3196875
5.6,1.3271875
5.7,1.2071875
5.8,0.9334375
5.9,0.580937499999999
6.0,0.2396875
6.1,-0.0653124999999992
6.2,-0.3615625
6.3,-0.7015625
6.4,-1.0565625
6.5,-1.3065625
6.6,-1.3553125
6.7,-1.2853125
6.8,-1.2328125
6.9,-1.1640625
7.0,-0.9628125
7.1,-0.6678125
7.2,-0.399062499999999
7.3,-0.204062499999999
7.4,-0.0690624999999994
7.5,0.0534374999999994
7.6,0.268437499999999
7.7,0.555937500000001
7.8,0.834687499999999
7.9,0.997187500000001
8.0,1.0609375
8.1,1.1046875
8.2,1.1884375
8.3,1.2659375
8.4,1.2584375
8.5,1.1559375
8.6,1.0121875
8.7,0.8746875
8.8,0.7284375
8.9,0.5509375
9.0,0.323437500000001
9.1,0.0809374999999992
9.2,-0.1090625
9.3,-0.182812500000001
9.4,-0.147812500000001
9.5,-0.0215624999999999
9.6,0.104687500000001
9.7,0.1734375
9.8,0.2009375
9.9,0.2796875
10.0,0.430937500000001
10.1,0.5659375
10.2,0.6134375
10.3,0.5759375
10.4,0.5121875
10.5,0.4296875
10.6,0.3434375
10.7,0.2246875
10.8,0.0796875000000004
10.9,-0.0528124999999999
11.0,-0.1365625
11.1,-0.1540625
11.2,-0.1290625
11.3,-0.1128125
11.4,-0.151562500000001
11.5,-0.239062499999999
11.6,-0.3065625
11.7,-0.276562500000001
11.8,-0.179062500000001
11.9,-0.0815625000000004
12.0,-0.0578125000000007
12.1,-0.0765624999999996
12.2,-0.0765624999999996
12.3,-0.0103124999999995
12.4,0.115937499999999
12.5,0.2284375
12.6,0.288437500000001
12.7,0.2934375
12.8,0.2846875
12.9,0.289687499999999
13.0,0.305937500000001
13.1,0.289687499999999
13.2,0.2321875
13.3,0.1509375
13.4,0.0659375000000004
13.5,-0.0053125000000005
13.6,-0.0615625000000009
13.7,-0.106562500000001
13.8,-0.1615625
13.9,-0.217812500000001
14.0,-0.297812499999999
14.1,-0.3553125
14.2,-0.3965625
14.3,-0.4078125
14.4,-0.429062500000001
14.5,-0.446562500000001
14.6,-0.454062499999999
14.7,-0.446562500000001
14.8,-0.409062499999999
14.9,-0.339062500000001
15.0,-0.2678125
15.1,-0.2240625
15.2,-0.2153125
15.3,-0.2778125
15.4,-0.3903125
15.5,-0.4140625
15.6,-0.3653125
15.7,-0.3540625
15.8,-0.3690625
15.9,-0.3378125
16.0,-0.2753125
16.1,-0.2478125
16.2,-0.252812499999999
16.3,-0.2403125
16.4,-0.2440625
16.5,-0.290312500000001
16.6,-0.3753125
16.7,-0.460312500000001
16.8,-0.534062499999999
16.9,-0.579062499999999
17.0,-0.575312500000001
17.1,-0.5390625
17.2,-0.4790625
17.3,-0.384062500000001
17.4,-0.270312499999999
17.5,-0.1740625
17.6,-0.116562500000001
17.7,-0.0640625000000004
17.8,-0.0178124999999998
17.9,-0.0053125000000005
18.0,0.0009374999999991
18.1,0.0346875000000004
18.2,0.0721875000000001
18.3,0.0771875000000009
18.4,0.0471874999999997
18.5,0.0259374999999995
18.6,0.0321874999999991
18.7,0.0609374999999996
18.8,0.100937500000001
18.9,0.100937500000001
19.0,0.0634374999999991
19.1,0.0121874999999996
19.2,-0.0365625000000005
19.3,-0.0740625000000001
19.4,-0.131562499999999
19.5,-0.186562500000001
19.6,-0.242812499999999
19.7,-0.259062500000001
19.8,-0.2303125
19.9,-0.196562500000001
20.0,-0.1715625
20.1,-0.1465625
20.2,-0.114062499999999
20.3,-0.0603125000000002
20.4,0.0134375000000002
20.5,0.0734375000000007
20.6,0.0971875000000004
20.7,0.0721875000000001
20.8,0.0334374999999998
20.9,0.0096875
21.0,-0.0103124999999995
21.1,-0.0128125000000008
21.2,-0.0115625000000001
21.3,0.0171875000000004
21.4,0.0746874999999996
21.5,0.1196875
21.6,0.1684375
21.7,0.1996875
21.8,0.254687499999999
21.9,0.282187499999999
22.0,0.3159375
22.1,0.3321875
22.2,0.3334375
22.3,0.3496875
22.4,0.3246875
22.5,0.288437500000001
22.6,0.260937500000001
22.7,0.2171875
22.8,0.1596875
22.9,0.1134375
23.0,0.0946874999999991
23.1,0.0596875000000008
23.2,0.0084374999999994
23.3,-0.0478124999999991
23.4,-0.106562500000001
23.5,-0.1603125
23.6,-0.2153125
23.7,-0.2553125
23.8,-0.2715625
23.9,-0.2790625
24.0,-0.2815625
24.1,-0.272812500000001
24.2,-0.2540625
24.3,-0.2228125
24.4,-0.1840625
24.5,-0.1390625
24.6,-0.100312499999999
24.7,-0.0790624999999991
24.8,-0.0590624999999996
24.9,-0.0328125000000004
25.0,-0.0040624999999998
25.1,0.0246875000000006
25.2,0.0446875000000002
25.3,0.0534374999999994
25.4,0.0596875000000008
25.5,0.0871875000000006
25.6,0.1146875
25.7,0.1234375
25.8,0.122187500000001
25.9,0.1109375
26.0,0.102187499999999
26.1,0.0609374999999996
26.2,0.0134375000000002
26.3,-0.0140624999999996
26.4,-0.0440625000000008
26.5,-0.0803124999999998
26.6,-0.0965624999999992
26.7,-0.0865624999999994
26.8,-0.0740625000000001
26.9,-0.0565625000000001
27.0,-0.0328125000000004
27.1,-0.0203124999999993
27.2,0.0021874999999997
27.3,0.0246875000000006
27.4,0.0459375000000009
27.5,0.0584375000000001
27.6,0.0584375000000001
27.7,0.0559375000000006
27.8,0.0584375000000001
27.9,0.0509374999999999
28.0,0.0409375000000001
28.1,0.0171875000000004
28.2,-0.0178124999999998
28.3,-0.0615625000000009
28.4,-0.116562500000001
28.5,-0.1640625
28.6,-0.2128125
28.7,-0.2553125
28.8,-0.2815625
28.9,-0.297812499999999
29.0,-0.294062500000001
29.1,-0.256562499999999
29.2,-0.2190625
29.3,-0.1678125
29.4,-0.1115625
29.5,-0.0340624999999992
29.6,0.0209375000000005
29.7,0.0634374999999991
29.8,0.0959374999999998
29.9,0.1096875
30.0,0.139687500000001
30.1,0.198437500000001
30.2,0.243437500000001
30.3,0.209687499999999
30.4,0.1796875
30.5,0.1771875
30.6,0.1559375
30.7,0.1096875
30.8,0.0809374999999992
30.9,0.0871875000000006
31.0,0.0821874999999999
31.1,0.0671874999999993
31.2,0.0496874999999992
31.3,0.0384375000000006
31.4,0.0296874999999996
31.5,0.0046874999999992
31.6,-0.0253125000000001
31.7,-0.0553124999999994
31.8,-0.0640625000000004
31.9,-0.0753125000000008
32.0,-0.0828124999999993
32.1,-0.0815625000000004
32.2,-0.0678125000000005
32.3,-0.0490624999999998
32.4,-0.0428125000000001
32.5,-0.0265625000000007
32.6,-0.0103124999999995
32.7,-0.0028124999999992
32.8,-0.0003124999999997
32.9,0.0071875000000005
33.0,0.0109375000000007
33.1,0.0221874999999994
33.2,0.0421875000000007
33.3,0.0559375000000006
33.4,0.0721875000000001
33.5,0.0859375
33.6,0.100937500000001
33.7,0.1209375
33.8,0.1171875
33.9,0.0971875000000004
34.0,0.0859375
34.1,0.0746874999999996
34.2,0.0484375000000004
34.3,0.0259374999999995
34.4,0.0296874999999996
34.5,0.0484375000000004
34.6,0.0696875000000006
34.7,0.0946874999999991
34.8,0.115937499999999
34.9,0.1246875
35.0,0.1309375
35.1,0.132187500000001
35.2,0.1234375
35.3,0.104687500000001
35.4,0.0871875000000006
35.5,0.0646874999999998
35.6,0.0396874999999994
35.7,0.0209375000000005
35.8,0.0159374999999997
35.9,0.0196874999999999
36.0,0.0184374999999992
36.1,0.0171875000000004
36.2,0.0234375
36.3,0.0271875000000001
36.4,0.0309375000000003
36.5,0.0159374999999997
36.6,0.0146875000000009
36.7,0.0021874999999997
36.8,0.0009374999999991
36.9,-0.0040624999999998
37.0,0.0271875000000001
37.1,0.0809374999999992
37.2,0.1234375
37.3,0.163437500000001
37.4,0.1996875
37.5,0.2146875
37.6,0.215937500000001
37.7,0.1971875
37.8,0.184687500000001
37.9,0.1721875
38.0,0.153437500000001
38.1,0.1346875
38.2,0.135937500000001
38.3,0.135937500000001
38.4,0.139687500000001
38.5,0.1521875
38.6,0.1596875
38.7,0.167187500000001
38.8,0.180937500000001
38.9,0.1834375
39.0,0.1896875
39.1,0.1896875
39.2,0.1871875
39.3,0.188437499999999
39.4,0.198437500000001
39.5,0.2171875
39.6,0.2309375
39.7,0.240937499999999
39.8,0.2346875
39.9,0.2284375
40.0,0.2071875
40.1,0.167187500000001
40.2,0.133437499999999
40.3,0.0984374999999993
40.4,0.0646874999999998
40.5,0.0309375000000003
40.6,0.0109375000000007
40.7,-0.0078125
40.8,-0.0215624999999999
40.9,-0.0328125000000004
41.0,-0.0365625000000005
41.1,-0.0278124999999996
41.2,-0.0228125000000006
41.3,-0.0128125000000008
41.4,0.0034375000000004
41.5,0.0209375000000005
41.6,0.0409375000000001
41.7,0.0584375000000001
41.8,0.100937500000001
41.9,0.143437499999999
42.0,0.1596875
42.1,0.163437500000001
42.2,0.1796875
42.3,0.1859375
42.4,0.1559375
42.5,0.1459375
42.6,0.1459375
42.7,0.1459375
42.8,0.1384375
42.9,0.1284375
43.0,0.118437500000001
43.1,0.108437500000001
43.2,0.102187499999999
43.3,0.0859375
43.4,0.0759375000000002
43.5,0.0771875000000009
43.6,0.0721875000000001
43.7,0.0571874999999995
43.8,0.0496874999999992
43.9,0.0384375000000006
44.0,0.0334374999999998
44.1,0.0409375000000001
44.2,0.0421875000000007
44.3,0.0459375000000009
44.4,0.0521875000000005
44.5,0.0596875000000008
44.6,0.0859375
44.7,0.1109375
44.8,0.0646874999999998
44.9,-0.0040624999999998
45.0,0.0159374999999997
45.1,0.0496874999999992
45.2,0.0334374999999998
45.3,0.0134375000000002
45.4,0.0546875
45.5,0.0959374999999998
45.6,0.0871875000000006
45.7,0.0684374999999999
45.8,0.0584375000000001
45.9,0.0496874999999992
46.0,0.0221874999999994
46.1,0.0196874999999999
46.2,0.0221874999999994
46.3,0.0296874999999996
46.4,0.0534374999999994
46.5,0.0684374999999999
46.6,0.0746874999999996
46.7,0.0759375000000002
46.8,0.0846874999999994
46.9,0.0796875000000004
47.0,0.0671874999999993
47.1,0.0671874999999993
47.2,0.0671874999999993
47.3,0.0671874999999993
47.4,0.0584375000000001
47.5,0.0584375000000001
47.6,0.0659375000000004
47.7,0.0609374999999996
47.8,0.0496874999999992
47.9,0.0384375000000006
48.0,0.0234375
48.1,0.0134375000000002
48.2,-0.0065624999999993
48.3,-0.0253125000000001
48.4,-0.0365625000000005
48.5,-0.0365625000000005
48.6,-0.0303125000000009
48.7,-0.0328125000000004
48.8,-0.0190625000000004
48.9,-0.0190625000000004
49.0,0.0009374999999991
49.1,0.0209375000000005
49.2,0.0334374999999998
49.3,0.0384375000000006
49.4,0.0459375000000009
49.5,0.0534374999999994
49.6,0.0671874999999993
49.7,0.0609374999999996
49.8,0.0546875
49.9,0.0809374999999992
50.0,0.0946874999999991
50.1,0.0959374999999998
50.2,0.0896875000000001
50.3,0.0921874999999996
50.4,0.0984374999999993
50.5,0.0834375000000005
50.6,0.0684374999999999
50.7,0.0659375000000004
50.8,0.0796875000000004
50.9,0.0846874999999994
51.0,0.0896875000000001
51.1,0.0946874999999991
51.2,0.0909375000000008
51.3,0.0934375000000003
51.4,0.0946874999999991
51.5,0.0959374999999998
51.6,0.102187499999999
51.7,0.122187500000001
51.8,0.139687500000001
51.9,0.1309375
52.0,0.1234375
52.1,0.1209375
52.2,0.118437500000001
52.3,0.1196875
52.4,0.118437500000001
52.5,0.133437499999999
52.6,0.153437500000001
52.7,0.1559375
52.8,0.1446875
52.9,0.1371875
53.0,0.1284375
53.1,0.122187500000001
53.2,0.0871875000000006
53.3,0.0896875000000001
53.4,0.0609374999999996
53.5,0.0471874999999997
53.6,0.0371874999999999
53.7,0.0321874999999991
53.8,0.0359374999999993
53.9,0.0434374999999996
54.0,0.0384375000000006
54.1,0.0471874999999997
54.2,0.0409375000000001
54.3,0.0484375000000004
54.4,0.0421875000000007
54.5,0.0434374999999996
54.6,0.0471874999999997
54.7,0.0646874999999998
54.8,0.0721875000000001
54.9,0.0896875000000001
55.0,0.0934375000000003
55.1,0.0946874999999991
55.2,0.0934375000000003
55.3,0.0884374999999995
55.4,0.0796875000000004
55.5,0.0759375000000002
55.6,0.0596875000000008
55.7,0.0459375000000009
55.8,0.0271875000000001
55.9,0.0171875000000004
56.0,0.0009374999999991
